user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	aa_percent	translation_table	red_value	warnings
ERR260270_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	GCF_000332875.2	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	98.57	0.96	GCF_000332875.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	98.57	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001404655.1, s__Anaerostipes hadrus_A, 95.0, 88.01, 0.86; GCA_900066705.1, s__Anaerostipes sp900066705, 95.0, 87.77, 0.87; GCF_001940315.1, s__Anaerostipes sp001940315, 95.0, 79.39, 0.16"	70.32	11	N/A	N/A
ERR260270_bin.2.s	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_000154205.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.1	0.81	GCF_000154205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.1	0.81	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000614125.1, s__Bacteroides rodentium, 95.0, 94.41, 0.68; GCA_002491635.1, s__Bacteroides sp002491635, 95.0, 92.2, 0.72; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 81.72, 0.44; GCF_900129655.1, s__Bacteroides clarus, 95.0, 80.57, 0.4; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 80.31, 0.38; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 80.3, 0.36; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 80.12, 0.37; GCF_002998535.1, s__Bacteroides heparinolyticus, 95.0, 79.97, 0.4; GCF_900241005.1, s__Bacteroides cutis, 95.0, 79.94, 0.33; GCA_003545565.1, s__Bacteroides sp003545565, 95.0, 79.89, 0.38; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 79.84, 0.39; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 79.84, 0.27; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 79.62, 0.35; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 79.52, 0.36; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 79.5, 0.39; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 79.36, 0.38; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 79.36, 0.34; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 78.98, 0.36; GCF_900128475.1, s__Bacteroides massiliensis, 95.0, 78.93, 0.26; GCA_000437135.1, s__Bacteroides intestinalis_A, 95.0, 78.86, 0.26; GCF_900130135.1, s__Bacteroides togonis, 95.0, 78.8, 0.23; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.33, 0.22; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 78.06, 0.24"	86.37	11	N/A	N/A
ERR260270_bin.3.o	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A salanitronis	GCF_000190575.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A salanitronis	96.49	0.86	GCF_000190575.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A salanitronis	96.49	0.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002161565.1, s__Bacteroides_A sp002161565, 95.0, 87.79, 0.67; GCF_002161765.1, s__Bacteroides_A sp002161765, 95.0, 84.38, 0.66"	60.32	11	N/A	N/A
ERR260270_bin.6.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	Placement	taxonomic classification fully defined by topology	N/A	50.44	11	0.919312563	Genome has more than 14.2% of markers with multiple hits
ERR260271_bin.2.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	GCF_000723465.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	98.19	0.99	GCF_000723465.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	98.19	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	81.31	11	N/A	N/A
ERR260271_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001405615.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.66	0.97	GCF_001405615.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.66	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.24, 0.69; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 79.59, 0.39; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 77.75, 0.27"	50.26	11	N/A	N/A
ERR260271_bin.3.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900066105	GCA_900066105.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900066105	98.68	0.74	GCA_900066105.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900066105	98.68	0.74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900314555.1, s__CAG-603 sp900314555, 95.0, 93.77, 0.66"	60.56	11	N/A	N/A
ERR260272_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	GCA_003526955.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	97.88	0.83	GCA_003526955.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	97.88	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834235.1, s__Ruminococcus_E bromii_B, 95.0, 80.69, 0.44; GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 80.63, 0.41; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.69, 0.34; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 79.07, 0.3; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.05, 0.29; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 78.86, 0.29; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 78.3, 0.28"	77.84	11	N/A	N/A
ERR260272_bin.2.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	Placement	taxonomic classification fully defined by topology	N/A	29.82	11	0.970464081	Genome has more than 14.2% of markers with multiple hits
ERR260273_bin.2.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	GCA_003526955.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.36	0.93	GCA_003526955.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.36	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834235.1, s__Ruminococcus_E bromii_B, 95.0, 80.76, 0.64; GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 80.7, 0.64; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.36, 0.45; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 79.2, 0.36; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 79.11, 0.43; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.04, 0.46; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 78.91, 0.42"	65.56	11	N/A	N/A
ERR260273_bin.7.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	GCA_000432435.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	99.51	0.98	GCA_000432435.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	99.51	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002437245.1, s__CAG-180 sp002437245, 95.0, 89.29, 0.93"	45.93	11	N/A	N/A
ERR260273_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H	GCF_002549975.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H	97.6	0.94	GCF_002549975.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H	97.6	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002550035.1, s__Faecalibacterium prausnitzii_E, 95.0, 89.69, 0.9; GCF_000162015.1, s__Faecalibacterium prausnitzii_C, 95.0, 86.72, 0.83; GCA_003293635.1, s__Faecalibacterium prausnitzii_G, 95.0, 86.6, 0.82; GCA_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 86.12, 0.79; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 85.84, 0.78; GCA_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 85.83, 0.8; GCA_003312465.1, s__Faecalibacterium prausnitzii_K, 95.0, 85.62, 0.8; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0, 85.6, 0.8; GCF_002549755.1, s__Faecalibacterium prausnitzii_D, 95.0, 85.27, 0.79; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 83.93, 0.55; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.41, 0.55; GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 81.92, 0.56; GCF_002160915.1, s__Faecalibacterium sp002160915, 95.0, 81.49, 0.57"	78.77	11	N/A	N/A
ERR260273_bin.4.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001405615.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.19	0.95	GCF_001405615.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.19	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 90.79, 0.69; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 79.8, 0.38"	73.73	11	N/A	N/A
ERR260274_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	GCA_000432435.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.3	0.94	GCA_000432435.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.3	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002437245.1, s__CAG-180 sp002437245, 95.0, 89.64, 0.85"	90.52	11	N/A	N/A
ERR260274_bin.6.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	GCA_000431335.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	98.27	0.82	GCA_000431335.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	98.27	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 79.84, 0.52; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 79.64, 0.5; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 79.36, 0.45; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 79.34, 0.47; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 79.13, 0.51; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 79.0, 0.47; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 78.85, 0.4; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 78.83, 0.44; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 78.59, 0.35; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.82, 0.33; GCA_003518755.1, s__CAG-269 sp003518755, 95.0, 77.45, 0.23"	83.87	11	N/A	N/A
ERR260274_bin.3.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	GCF_000484655.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	97.65	0.86	GCF_000484655.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	97.65	0.86	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 86.44, 0.64; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 81.64, 0.32; GCF_000153905.1, s__Blautia_A obeum, 95.0, 80.82, 0.33; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 80.79, 0.36; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 80.79, 0.32; GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 80.77, 0.34; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 80.63, 0.36; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 80.44, 0.36; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 80.4, 0.34; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 80.19, 0.34; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 79.68, 0.27; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 78.29, 0.25"	80.62	11	N/A	N/A
ERR260274_bin.2.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_001405555.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.55	0.89	GCF_001405555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.55	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	75.93	11	N/A	N/A
ERR260274_bin.5.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	GCF_000154425.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	98.84	0.92	GCF_000154425.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	98.84	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001404675.1, s__Coprococcus eutactus_A, 95.0, 89.33, 0.73; GCA_000433075.1, s__Coprococcus sp000433075, 95.0, 79.06, 0.25"	93.51	11	N/A	N/A
ERR260274_bin.8.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003451515	GCA_003451515.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003451515	98.61	0.94	GCA_003451515.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003451515	98.61	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000434415.1, s__Lachnospira eligens_B, 95.63, 95.14, 0.9; GCF_000146185.1, s__Lachnospira eligens, 95.63, 94.51, 0.92; GCA_003537285.1, s__Lachnospira sp003537285, 95.36, 93.54, 0.89; GCF_900112995.1, s__Lachnospira rogosae, 95.0, 79.97, 0.43; GCA_000436535.1, s__Lachnospira sp000436535, 95.0, 79.47, 0.38; GCA_000436475.1, s__Lachnospira sp000436475, 95.0, 78.98, 0.4; GCA_002435585.1, s__Lachnospira sp002435585, 95.0, 78.84, 0.31; GCA_900316325.1, s__Lachnospira sp900316325, 95.0, 78.8, 0.29"	85.16	11	N/A	N/A
ERR260274_bin.7.p	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	GCA_000437715.1	95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	98.05	0.86	GCA_000437715.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	98.05	0.86	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000173795.1, s__Catenibacterium mitsuokai, 95.0, 93.92, 0.88"	93.29	11	N/A	N/A
ERR260274_bin.4.p	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_000154205.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.17	0.97	GCF_000154205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.17	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000614125.1, s__Bacteroides rodentium, 95.0, 94.56, 0.89"	53.87	11	N/A	N/A
ERR260275_bin.1.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.68	0.91	GCF_002834235.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.68	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 95.09, 0.85; GCA_003526955.1, s__Ruminococcus_E sp003526955, 95.0, 79.92, 0.4; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 79.73, 0.48; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.41, 0.42; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 79.39, 0.42; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.04, 0.33; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 78.94, 0.36; GCA_900315085.1, s__Ruminococcus_E sp900315085, 95.0, 78.0, 0.21; GCA_900318495.1, s__Ruminococcus_E sp900318495, 95.0, 77.91, 0.22"	93.35	11	N/A	N/A
ERR260275_bin.2.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	GCA_003531055.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	97.75	0.88	GCA_003531055.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	97.75	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002305575.1, s__UBA1417 sp002305575, 95.0, 78.67, 0.47"	65.08	11	N/A	N/A
ERR260275_bin.7.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	GCA_000432435.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.33	0.95	GCA_000432435.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.33	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002437245.1, s__CAG-180 sp002437245, 95.0, 89.74, 0.89"	90.54	11	N/A	N/A
ERR260275_bin.6.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	GCF_000723465.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	97.7	0.87	GCF_000723465.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	97.7	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002358895.1, s__Ruminococcus_D sp002358895, 95.0, 76.89, 0.25"	95.73	11	N/A	N/A
